id,original_question,original_answer,clean_question,clean_answer,combined_text,entities,intent,source,url,text_length,word_count,entity_count,processed_at
404,What foods are good for influenza?,"For influenza management, foods such as fruits may be beneficial. Nutritional needs vary by individual, so it's important to consult with a healthcare provider or registered dietitian.",food good influenza,influenza management food fruit beneficial nutritional need vary individual important consult healthcare provider registered dietitian,food good influenza influenza management food fruit beneficial nutritional need vary individual important consult healthcare provider registered dietitian,"{'diseases': ['flu', 'influenza'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,154,18,2,2025-07-19T20:32:57.155783
405,What foods are good for flu?,"For flu management, foods such as lean protein may be beneficial. Nutritional needs vary by individual, so it's important to consult with a healthcare provider or registered dietitian.",food good flu,flu management food lean protein beneficial nutritional need vary individual important consult healthcare provider registered dietitian,food good flu flu management food lean protein beneficial nutritional need vary individual important consult healthcare provider registered dietitian,"{'diseases': ['flu'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['lean protein']}",FoodAdvice,Synthetic,,149,19,2,2025-07-19T20:32:57.156445
406,What should I eat if I have dengue?,"People with dengue may benefit from including antioxidants in their diet. Dietary recommendations should be tailored to individual needs, preferences, and medical conditions.",eat dengue,people dengue benefit including antioxidant diet dietary recommendation tailored individual need preference medical condition,eat dengue people dengue benefit including antioxidant diet dietary recommendation tailored individual need preference medical condition,"{'diseases': ['dengue'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,136,16,1,2025-07-19T20:32:57.156969
407,What nutrition advice do you have for sars-cov-2?,Nutritional support for sars-cov-2 often includes vitamin c. A balanced approach to nutrition can support overall health and disease management.,nutrition advice,nutritional support often includes vitamin balanced approach nutrition support overall health disease management,nutrition advice nutritional support often includes vitamin balanced approach nutrition support overall health disease management,"{'diseases': [], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,129,15,0,2025-07-19T20:32:57.157482
408,What nutrition advice do you have for common cold?,Nutritional support for common cold often includes iron. A balanced approach to nutrition can support overall health and disease management.,nutrition advice common cold,nutritional support common cold often includes iron balanced approach nutrition support overall health disease management,nutrition advice common cold nutritional support common cold often includes iron balanced approach nutrition support overall health disease management,"{'diseases': ['common cold'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['iron']}",FoodAdvice,Synthetic,,150,19,2,2025-07-19T20:32:57.158069
409,What nutrition advice do you have for diabetes?,Nutritional support for diabetes often includes whole grains. A balanced approach to nutrition can support overall health and disease management.,nutrition advice diabetes,nutritional support diabetes often includes whole grain balanced approach nutrition support overall health disease management,nutrition advice diabetes nutritional support diabetes often includes whole grain balanced approach nutrition support overall health disease management,"{'diseases': ['diabetes'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,151,18,1,2025-07-19T20:32:57.158679
410,What nutrition advice do you have for coronavirus?,Nutritional support for coronavirus often includes antioxidants. A balanced approach to nutrition can support overall health and disease management.,nutrition advice,nutritional support often includes antioxidant balanced approach nutrition support overall health disease management,nutrition advice nutritional support often includes antioxidant balanced approach nutrition support overall health disease management,"{'diseases': [], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,133,15,0,2025-07-19T20:32:57.159179
411,What nutrition advice do you have for cancer?,Nutritional support for cancer often includes vegetables. A balanced approach to nutrition can support overall health and disease management.,nutrition advice cancer,nutritional support cancer often includes vegetable balanced approach nutrition support overall health disease management,nutrition advice cancer nutritional support cancer often includes vegetable balanced approach nutrition support overall health disease management,"{'diseases': ['cancer'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,145,17,1,2025-07-19T20:32:57.159703
413,Are there dietary restrictions for diabetes?,Managing diabetes may involve dietary considerations including iron. Always discuss dietary changes with your healthcare team before making significant modifications.,dietary restriction diabetes,managing diabetes involve dietary consideration including iron always discus dietary change healthcare team making significant modification,dietary restriction diabetes managing diabetes involve dietary consideration including iron always discus dietary change healthcare team making significant modification,"{'diseases': ['diabetes'], 'symptoms': [], 'treatments': ['rest'], 'prevention': [], 'patient_types': [], 'food_recommendations': ['iron']}",FoodAdvice,Synthetic,,168,19,3,2025-07-19T20:32:57.160873
414,What nutrition advice do you have for diabetes?,Nutritional support for diabetes often includes nuts. A balanced approach to nutrition can support overall health and disease management.,nutrition advice diabetes,nutritional support diabetes often includes nut balanced approach nutrition support overall health disease management,nutrition advice diabetes nutritional support diabetes often includes nut balanced approach nutrition support overall health disease management,"{'diseases': ['diabetes'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,143,17,1,2025-07-19T20:32:57.161425
416,Are there dietary restrictions for influenza?,Managing influenza may involve dietary considerations including vitamin c. Always discuss dietary changes with your healthcare team before making significant modifications.,dietary restriction influenza,managing influenza involve dietary consideration including vitamin always discus dietary change healthcare team making significant modification,dietary restriction influenza managing influenza involve dietary consideration including vitamin always discus dietary change healthcare team making significant modification,"{'diseases': ['flu', 'influenza'], 'symptoms': [], 'treatments': ['rest'], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,173,19,3,2025-07-19T20:32:57.162615
417,What should I eat if I have diabetes?,"People with diabetes may benefit from including protein rich in their diet. Dietary recommendations should be tailored to individual needs, preferences, and medical conditions.",eat diabetes,people diabetes benefit including protein rich diet dietary recommendation tailored individual need preference medical condition,eat diabetes people diabetes benefit including protein rich diet dietary recommendation tailored individual need preference medical condition,"{'diseases': ['diabetes'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['protein rich']}",FoodAdvice,Synthetic,,141,17,2,2025-07-19T20:32:57.163169
418,What foods are good for arthritis?,"For arthritis management, foods such as whole grains may be beneficial. Nutritional needs vary by individual, so it's important to consult with a healthcare provider or registered dietitian.",food good arthritis,arthritis management food whole grain beneficial nutritional need vary individual important consult healthcare provider registered dietitian,food good arthritis arthritis management food whole grain beneficial nutritional need vary individual important consult healthcare provider registered dietitian,"{'diseases': ['arthritis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,160,19,1,2025-07-19T20:32:57.163850
420,What nutrition advice do you have for influenza?,Nutritional support for influenza often includes protein rich. A balanced approach to nutrition can support overall health and disease management.,nutrition advice influenza,nutritional support influenza often includes protein rich balanced approach nutrition support overall health disease management,nutrition advice influenza nutritional support influenza often includes protein rich balanced approach nutrition support overall health disease management,"{'diseases': ['flu', 'influenza'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['protein rich']}",FoodAdvice,Synthetic,,154,18,3,2025-07-19T20:32:57.164879
422,What foods are good for migraine?,"For migraine management, foods such as fruits may be beneficial. Nutritional needs vary by individual, so it's important to consult with a healthcare provider or registered dietitian.",food good migraine,migraine management food fruit beneficial nutritional need vary individual important consult healthcare provider registered dietitian,food good migraine migraine management food fruit beneficial nutritional need vary individual important consult healthcare provider registered dietitian,"{'diseases': ['migraine'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,152,18,1,2025-07-19T20:32:57.166107
423,What foods are good for heart disease?,"For heart disease management, foods such as iron may be beneficial. Nutritional needs vary by individual, so it's important to consult with a healthcare provider or registered dietitian.",food good heart disease,heart disease management food iron beneficial nutritional need vary individual important consult healthcare provider registered dietitian,food good heart disease heart disease management food iron beneficial nutritional need vary individual important consult healthcare provider registered dietitian,"{'diseases': ['heart disease'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['iron']}",FoodAdvice,Synthetic,,161,20,2,2025-07-19T20:32:57.166761
424,What foods are good for bronchitis?,"For bronchitis management, foods such as protein rich may be beneficial. Nutritional needs vary by individual, so it's important to consult with a healthcare provider or registered dietitian.",food good bronchitis,bronchitis management food protein rich beneficial nutritional need vary individual important consult healthcare provider registered dietitian,food good bronchitis bronchitis management food protein rich beneficial nutritional need vary individual important consult healthcare provider registered dietitian,"{'diseases': ['bronchitis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['protein rich']}",FoodAdvice,Synthetic,,163,19,2,2025-07-19T20:32:57.167417
425,Are there dietary restrictions for malaria?,Managing malaria may involve dietary considerations including hydration. Always discuss dietary changes with your healthcare team before making significant modifications.,dietary restriction malaria,managing malaria involve dietary consideration including hydration always discus dietary change healthcare team making significant modification,dietary restriction malaria managing malaria involve dietary consideration including hydration always discus dietary change healthcare team making significant modification,"{'diseases': ['malaria'], 'symptoms': [], 'treatments': ['rest'], 'prevention': [], 'patient_types': [], 'food_recommendations': ['hydration']}",FoodAdvice,Synthetic,,171,19,3,2025-07-19T20:32:57.168027
427,What should I eat if I have bronchitis?,"People with bronchitis may benefit from including seeds in their diet. Dietary recommendations should be tailored to individual needs, preferences, and medical conditions.",eat bronchitis,people bronchitis benefit including seed diet dietary recommendation tailored individual need preference medical condition,eat bronchitis people bronchitis benefit including seed diet dietary recommendation tailored individual need preference medical condition,"{'diseases': ['bronchitis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,137,16,1,2025-07-19T20:32:57.169014
428,What foods are good for anxiety?,"For anxiety management, foods such as hydration may be beneficial. Nutritional needs vary by individual, so it's important to consult with a healthcare provider or registered dietitian.",food good anxiety,anxiety management food hydration beneficial nutritional need vary individual important consult healthcare provider registered dietitian,food good anxiety anxiety management food hydration beneficial nutritional need vary individual important consult healthcare provider registered dietitian,"{'diseases': ['anxiety'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['hydration']}",FoodAdvice,Synthetic,,154,18,2,2025-07-19T20:32:57.169652
429,Are there dietary restrictions for influenza?,Managing influenza may involve dietary considerations including low sodium. Always discuss dietary changes with your healthcare team before making significant modifications.,dietary restriction influenza,managing influenza involve dietary consideration including low sodium always discus dietary change healthcare team making significant modification,dietary restriction influenza managing influenza involve dietary consideration including low sodium always discus dietary change healthcare team making significant modification,"{'diseases': ['flu', 'influenza'], 'symptoms': [], 'treatments': ['rest'], 'prevention': [], 'patient_types': [], 'food_recommendations': ['low sodium']}",FoodAdvice,Synthetic,,176,20,4,2025-07-19T20:32:57.170287
430,What should I eat if I have hepatitis?,"People with hepatitis may benefit from including zinc in their diet. Dietary recommendations should be tailored to individual needs, preferences, and medical conditions.",eat hepatitis,people hepatitis benefit including zinc diet dietary recommendation tailored individual need preference medical condition,eat hepatitis people hepatitis benefit including zinc diet dietary recommendation tailored individual need preference medical condition,"{'diseases': ['hepatitis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['zinc']}",FoodAdvice,Synthetic,,135,16,2,2025-07-19T20:32:57.170808
431,What foods are good for bronchitis?,"For bronchitis management, foods such as whole grains may be beneficial. Nutritional needs vary by individual, so it's important to consult with a healthcare provider or registered dietitian.",food good bronchitis,bronchitis management food whole grain beneficial nutritional need vary individual important consult healthcare provider registered dietitian,food good bronchitis bronchitis management food whole grain beneficial nutritional need vary individual important consult healthcare provider registered dietitian,"{'diseases': ['bronchitis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,162,19,1,2025-07-19T20:32:57.171467
432,What should I eat if I have liver disease?,"People with liver disease may benefit from including omega-3 in their diet. Dietary recommendations should be tailored to individual needs, preferences, and medical conditions.",eat liver disease,people liver disease benefit including omega diet dietary recommendation tailored individual need preference medical condition,eat liver disease people liver disease benefit including omega diet dietary recommendation tailored individual need preference medical condition,"{'diseases': ['liver disease'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,144,18,1,2025-07-19T20:32:57.172056
433,What nutrition advice do you have for sars-cov-2?,Nutritional support for sars-cov-2 often includes probiotics. A balanced approach to nutrition can support overall health and disease management.,nutrition advice,nutritional support often includes probiotic balanced approach nutrition support overall health disease management,nutrition advice nutritional support often includes probiotic balanced approach nutrition support overall health disease management,"{'diseases': [], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,131,15,0,2025-07-19T20:32:57.172558
434,What foods are good for stroke?,"For stroke management, foods such as lean protein may be beneficial. Nutritional needs vary by individual, so it's important to consult with a healthcare provider or registered dietitian.",food good stroke,stroke management food lean protein beneficial nutritional need vary individual important consult healthcare provider registered dietitian,food good stroke stroke management food lean protein beneficial nutritional need vary individual important consult healthcare provider registered dietitian,"{'diseases': ['stroke'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['lean protein']}",FoodAdvice,Synthetic,,155,19,2,2025-07-19T20:32:57.173232
435,What nutrition advice do you have for anxiety?,Nutritional support for anxiety often includes fiber rich. A balanced approach to nutrition can support overall health and disease management.,nutrition advice anxiety,nutritional support anxiety often includes fiber rich balanced approach nutrition support overall health disease management,nutrition advice anxiety nutritional support anxiety often includes fiber rich balanced approach nutrition support overall health disease management,"{'diseases': ['anxiety'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['fiber rich']}",FoodAdvice,Synthetic,,148,18,2,2025-07-19T20:32:57.173812
436,What nutrition advice do you have for bronchitis?,Nutritional support for bronchitis often includes fiber rich. A balanced approach to nutrition can support overall health and disease management.,nutrition advice bronchitis,nutritional support bronchitis often includes fiber rich balanced approach nutrition support overall health disease management,nutrition advice bronchitis nutritional support bronchitis often includes fiber rich balanced approach nutrition support overall health disease management,"{'diseases': ['bronchitis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['fiber rich']}",FoodAdvice,Synthetic,,154,18,2,2025-07-19T20:32:57.174385
437,Are there dietary restrictions for flu?,Managing flu may involve dietary considerations including lean protein. Always discuss dietary changes with your healthcare team before making significant modifications.,dietary restriction flu,managing flu involve dietary consideration including lean protein always discus dietary change healthcare team making significant modification,dietary restriction flu managing flu involve dietary consideration including lean protein always discus dietary change healthcare team making significant modification,"{'diseases': ['flu'], 'symptoms': [], 'treatments': ['rest'], 'prevention': [], 'patient_types': [], 'food_recommendations': ['lean protein']}",FoodAdvice,Synthetic,,166,20,3,2025-07-19T20:32:57.175018
438,Are there dietary restrictions for hypertension?,Managing hypertension may involve dietary considerations including antioxidants. Always discuss dietary changes with your healthcare team before making significant modifications.,dietary restriction hypertension,managing hypertension involve dietary consideration including antioxidant always discus dietary change healthcare team making significant modification,dietary restriction hypertension managing hypertension involve dietary consideration including antioxidant always discus dietary change healthcare team making significant modification,"{'diseases': ['hypertension'], 'symptoms': [], 'treatments': ['rest'], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,183,19,2,2025-07-19T20:32:57.175635
439,What should I eat if I have osteoporosis?,"People with osteoporosis may benefit from including seeds in their diet. Dietary recommendations should be tailored to individual needs, preferences, and medical conditions.",eat osteoporosis,people osteoporosis benefit including seed diet dietary recommendation tailored individual need preference medical condition,eat osteoporosis people osteoporosis benefit including seed diet dietary recommendation tailored individual need preference medical condition,"{'diseases': ['osteoporosis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,141,16,1,2025-07-19T20:32:57.176150
441,Are there dietary restrictions for kidney disease?,Managing kidney disease may involve dietary considerations including lean protein. Always discuss dietary changes with your healthcare team before making significant modifications.,dietary restriction kidney disease,managing kidney disease involve dietary consideration including lean protein always discus dietary change healthcare team making significant modification,dietary restriction kidney disease managing kidney disease involve dietary consideration including lean protein always discus dietary change healthcare team making significant modification,"{'diseases': ['kidney disease'], 'symptoms': [], 'treatments': ['rest'], 'prevention': [], 'patient_types': [], 'food_recommendations': ['lean protein']}",FoodAdvice,Synthetic,,188,22,3,2025-07-19T20:32:57.177407
442,What foods are good for malaria?,"For malaria management, foods such as fruits may be beneficial. Nutritional needs vary by individual, so it's important to consult with a healthcare provider or registered dietitian.",food good malaria,malaria management food fruit beneficial nutritional need vary individual important consult healthcare provider registered dietitian,food good malaria malaria management food fruit beneficial nutritional need vary individual important consult healthcare provider registered dietitian,"{'diseases': ['malaria'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,150,18,1,2025-07-19T20:32:57.178041
443,Are there dietary restrictions for covid-19?,Managing covid-19 may involve dietary considerations including nuts. Always discuss dietary changes with your healthcare team before making significant modifications.,dietary restriction,managing involve dietary consideration including nut always discus dietary change healthcare team making significant modification,dietary restriction managing involve dietary consideration including nut always discus dietary change healthcare team making significant modification,"{'diseases': [], 'symptoms': [], 'treatments': ['rest'], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,149,17,1,2025-07-19T20:32:57.178592
444,What nutrition advice do you have for asthma?,Nutritional support for asthma often includes iron. A balanced approach to nutrition can support overall health and disease management.,nutrition advice asthma,nutritional support asthma often includes iron balanced approach nutrition support overall health disease management,nutrition advice asthma nutritional support asthma often includes iron balanced approach nutrition support overall health disease management,"{'diseases': ['asthma'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['iron']}",FoodAdvice,Synthetic,,140,17,2,2025-07-19T20:32:57.179138
445,What should I eat if I have bronchitis?,"People with bronchitis may benefit from including iron in their diet. Dietary recommendations should be tailored to individual needs, preferences, and medical conditions.",eat bronchitis,people bronchitis benefit including iron diet dietary recommendation tailored individual need preference medical condition,eat bronchitis people bronchitis benefit including iron diet dietary recommendation tailored individual need preference medical condition,"{'diseases': ['bronchitis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['iron']}",FoodAdvice,Synthetic,,137,16,2,2025-07-19T20:32:57.179652
446,Are there dietary restrictions for tuberculosis?,Managing tuberculosis may involve dietary considerations including hydration. Always discuss dietary changes with your healthcare team before making significant modifications.,dietary restriction tuberculosis,managing tuberculosis involve dietary consideration including hydration always discus dietary change healthcare team making significant modification,dietary restriction tuberculosis managing tuberculosis involve dietary consideration including hydration always discus dietary change healthcare team making significant modification,"{'diseases': ['tuberculosis'], 'symptoms': [], 'treatments': ['rest'], 'prevention': [], 'patient_types': [], 'food_recommendations': ['hydration']}",FoodAdvice,Synthetic,,181,19,3,2025-07-19T20:32:57.180294
447,What foods are good for common cold?,"For common cold management, foods such as zinc may be beneficial. Nutritional needs vary by individual, so it's important to consult with a healthcare provider or registered dietitian.",food good common cold,common cold management food zinc beneficial nutritional need vary individual important consult healthcare provider registered dietitian,food good common cold common cold management food zinc beneficial nutritional need vary individual important consult healthcare provider registered dietitian,"{'diseases': ['common cold'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['zinc']}",FoodAdvice,Synthetic,,157,20,2,2025-07-19T20:32:57.180934
448,Are there dietary restrictions for covid-19?,Managing covid-19 may involve dietary considerations including avoid dairy. Always discuss dietary changes with your healthcare team before making significant modifications.,dietary restriction,managing involve dietary consideration including avoid dairy always discus dietary change healthcare team making significant modification,dietary restriction managing involve dietary consideration including avoid dairy always discus dietary change healthcare team making significant modification,"{'diseases': [], 'symptoms': [], 'treatments': ['rest'], 'prevention': [], 'patient_types': [], 'food_recommendations': ['avoid dairy']}",FoodAdvice,Synthetic,,157,18,2,2025-07-19T20:32:57.181513
452,What foods are good for hepatitis?,"For hepatitis management, foods such as nuts may be beneficial. Nutritional needs vary by individual, so it's important to consult with a healthcare provider or registered dietitian.",food good hepatitis,hepatitis management food nut beneficial nutritional need vary individual important consult healthcare provider registered dietitian,food good hepatitis hepatitis management food nut beneficial nutritional need vary individual important consult healthcare provider registered dietitian,"{'diseases': ['hepatitis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,152,18,1,2025-07-19T20:32:57.183687
453,What nutrition advice do you have for bronchitis?,Nutritional support for bronchitis often includes nuts. A balanced approach to nutrition can support overall health and disease management.,nutrition advice bronchitis,nutritional support bronchitis often includes nut balanced approach nutrition support overall health disease management,nutrition advice bronchitis nutritional support bronchitis often includes nut balanced approach nutrition support overall health disease management,"{'diseases': ['bronchitis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,147,17,1,2025-07-19T20:32:57.184237
455,Are there dietary restrictions for heart disease?,Managing heart disease may involve dietary considerations including vegetables. Always discuss dietary changes with your healthcare team before making significant modifications.,dietary restriction heart disease,managing heart disease involve dietary consideration including vegetable always discus dietary change healthcare team making significant modification,dietary restriction heart disease managing heart disease involve dietary consideration including vegetable always discus dietary change healthcare team making significant modification,"{'diseases': ['heart disease'], 'symptoms': [], 'treatments': ['rest'], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,183,21,2,2025-07-19T20:32:57.185407
456,What nutrition advice do you have for cancer?,Nutritional support for cancer often includes hydration. A balanced approach to nutrition can support overall health and disease management.,nutrition advice cancer,nutritional support cancer often includes hydration balanced approach nutrition support overall health disease management,nutrition advice cancer nutritional support cancer often includes hydration balanced approach nutrition support overall health disease management,"{'diseases': ['cancer'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['hydration']}",FoodAdvice,Synthetic,,145,17,2,2025-07-19T20:32:57.185904
457,Are there dietary restrictions for flu?,Managing flu may involve dietary considerations including antioxidants. Always discuss dietary changes with your healthcare team before making significant modifications.,dietary restriction flu,managing flu involve dietary consideration including antioxidant always discus dietary change healthcare team making significant modification,dietary restriction flu managing flu involve dietary consideration including antioxidant always discus dietary change healthcare team making significant modification,"{'diseases': ['flu'], 'symptoms': [], 'treatments': ['rest'], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,165,19,2,2025-07-19T20:32:57.186508
458,What foods are good for allergies?,"For allergies management, foods such as whole grains may be beneficial. Nutritional needs vary by individual, so it's important to consult with a healthcare provider or registered dietitian.",food good allergy,allergy management food whole grain beneficial nutritional need vary individual important consult healthcare provider registered dietitian,food good allergy allergy management food whole grain beneficial nutritional need vary individual important consult healthcare provider registered dietitian,"{'diseases': [], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,156,19,0,2025-07-19T20:32:57.187176
459,Are there dietary restrictions for arthritis?,Managing arthritis may involve dietary considerations including omega-3. Always discuss dietary changes with your healthcare team before making significant modifications.,dietary restriction arthritis,managing arthritis involve dietary consideration including omega always discus dietary change healthcare team making significant modification,dietary restriction arthritis managing arthritis involve dietary consideration including omega always discus dietary change healthcare team making significant modification,"{'diseases': ['arthritis'], 'symptoms': [], 'treatments': ['rest'], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,171,19,2,2025-07-19T20:32:57.187785
460,What should I eat if I have migraine?,"People with migraine may benefit from including antioxidants in their diet. Dietary recommendations should be tailored to individual needs, preferences, and medical conditions.",eat migraine,people migraine benefit including antioxidant diet dietary recommendation tailored individual need preference medical condition,eat migraine people migraine benefit including antioxidant diet dietary recommendation tailored individual need preference medical condition,"{'diseases': ['migraine'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,140,16,1,2025-07-19T20:32:57.188301
462,Are there dietary restrictions for anxiety?,Managing anxiety may involve dietary considerations including avoid dairy. Always discuss dietary changes with your healthcare team before making significant modifications.,dietary restriction anxiety,managing anxiety involve dietary consideration including avoid dairy always discus dietary change healthcare team making significant modification,dietary restriction anxiety managing anxiety involve dietary consideration including avoid dairy always discus dietary change healthcare team making significant modification,"{'diseases': ['anxiety'], 'symptoms': [], 'treatments': ['rest'], 'prevention': [], 'patient_types': [], 'food_recommendations': ['avoid dairy']}",FoodAdvice,Synthetic,,173,20,3,2025-07-19T20:32:57.189381
464,Are there dietary restrictions for migraine?,Managing migraine may involve dietary considerations including lean protein. Always discuss dietary changes with your healthcare team before making significant modifications.,dietary restriction migraine,managing migraine involve dietary consideration including lean protein always discus dietary change healthcare team making significant modification,dietary restriction migraine managing migraine involve dietary consideration including lean protein always discus dietary change healthcare team making significant modification,"{'diseases': ['migraine'], 'symptoms': [], 'treatments': ['rest'], 'prevention': [], 'patient_types': [], 'food_recommendations': ['lean protein']}",FoodAdvice,Synthetic,,176,20,3,2025-07-19T20:32:57.190593
465,Are there dietary restrictions for hypertension?,Managing hypertension may involve dietary considerations including omega-3. Always discuss dietary changes with your healthcare team before making significant modifications.,dietary restriction hypertension,managing hypertension involve dietary consideration including omega always discus dietary change healthcare team making significant modification,dietary restriction hypertension managing hypertension involve dietary consideration including omega always discus dietary change healthcare team making significant modification,"{'diseases': ['hypertension'], 'symptoms': [], 'treatments': ['rest'], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,177,19,2,2025-07-19T20:32:57.191217
466,Are there dietary restrictions for tuberculosis?,Managing tuberculosis may involve dietary considerations including omega-3. Always discuss dietary changes with your healthcare team before making significant modifications.,dietary restriction tuberculosis,managing tuberculosis involve dietary consideration including omega always discus dietary change healthcare team making significant modification,dietary restriction tuberculosis managing tuberculosis involve dietary consideration including omega always discus dietary change healthcare team making significant modification,"{'diseases': ['tuberculosis'], 'symptoms': [], 'treatments': ['rest'], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,177,19,2,2025-07-19T20:32:57.191831
467,What foods are good for osteoporosis?,"For osteoporosis management, foods such as seeds may be beneficial. Nutritional needs vary by individual, so it's important to consult with a healthcare provider or registered dietitian.",food good osteoporosis,osteoporosis management food seed beneficial nutritional need vary individual important consult healthcare provider registered dietitian,food good osteoporosis osteoporosis management food seed beneficial nutritional need vary individual important consult healthcare provider registered dietitian,"{'diseases': ['osteoporosis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",FoodAdvice,Synthetic,,159,18,1,2025-07-19T20:32:57.192474
469,Are there dietary restrictions for heart disease?,Managing heart disease may involve dietary considerations including low sodium. Always discuss dietary changes with your healthcare team before making significant modifications.,dietary restriction heart disease,managing heart disease involve dietary consideration including low sodium always discus dietary change healthcare team making significant modification,dietary restriction heart disease managing heart disease involve dietary consideration including low sodium always discus dietary change healthcare team making significant modification,"{'diseases': ['heart disease'], 'symptoms': [], 'treatments': ['rest'], 'prevention': [], 'patient_types': [], 'food_recommendations': ['low sodium']}",FoodAdvice,Synthetic,,184,22,3,2025-07-19T20:32:57.193674
470,Are there dietary restrictions for depression?,Managing depression may involve dietary considerations including light diet. Always discuss dietary changes with your healthcare team before making significant modifications.,dietary restriction depression,managing depression involve dietary consideration including light diet always discus dietary change healthcare team making significant modification,dietary restriction depression managing depression involve dietary consideration including light diet always discus dietary change healthcare team making significant modification,"{'diseases': ['depression'], 'symptoms': [], 'treatments': ['rest'], 'prevention': [], 'patient_types': [], 'food_recommendations': ['light diet']}",FoodAdvice,Synthetic,,178,20,3,2025-07-19T20:32:57.194314
